Time,Pressure (mbar),Temp
87400,1000,25
87450,1000,25
87500,1000,25
87550,1000,25
87600,1000,25
87650,1000,25
87700,1000,25
87750,1000,25
87800,1000,25
87850,1000,25
87900,1000,25
87950,1000,25
88000,1000,25
88050,1000,25
88100,1000,25
88150,1000,25
88200,1000,25
88250,1000,25
88300,1000,25
88350,1000,25
88400,1000,25
88450,1000,25
88500,1000,25
88550,1000,25
88600,1000,25
88650,1000,25
88700,1000,25
88750,1000,25
88800,1000,25
88850,1000,25
88900,1000,25
88950,1000,25
89000,1000,25
89050,1000,25
89100,1000,25
89150,1000,25
89200,1000,25
89250,1000,25
89300,1000,25
89350,1000,25
89400,1000,25
89450,1000,25
89500,1000,25
89550,1000,25
89600,1000,25
89650,1000,25
89700,1000,25
89750,1000,25
89800,1000,25
89850,1000,25
89900,1000,25
89950,1000,25
90000,1000,25
90050,1000,25
90100,1000,25
90150,1000,25
90200,1000,25
90250,1000,25
90300,1000,25
90350,1000,25
90400,1000,25
90450,1000,25
90500,1000,25
90550,1000,25
90600,1000,25
90650,1000,25
90700,1000,25
90750,1000,25
90800,1000,25
90850,1000,25
90900,1000,25
90950,1000,25
91000,1000,25
91050,1000,25
91100,1000,25
91150,1000,25
91200,1000,25
91250,1000,25
91300,1000,25
91350,1000,25
91400,1000,25
91450,1000,25
91500,1000,25
91550,1000,25
91600,1000,25
91650,1000,25
91700,1000,25
91750,1000,25
91800,1000,25
91850,1000,25
91900,1000,25
91950,1000,25
92000,1000,25
92050,1000,25
92100,1000,25
92150,1000,25
92200,1000,25
92250,1000,25
92300,1000,25
92350,1000,25
92400,1000,25
92450,1000,25
92500,1000,25
92550,1000,25
92600,1000,25
92650,1000,25
92700,1000,25
92750,1000,25
92800,1000,25
92850,1000,25
92900,1000,25
92950,1000,25
93000,1000,25
93050,1000,25
93100,1000,25
93150,1000,25
93200,1000,25
93250,1000,25
93300,1000,25
93350,1000,25
93400,1000,25
93450,1000,25
93500,1000,25
93550,1000,25
93600,1000,25
93650,1000,25
93700,1000,25
93750,1000,25
93800,1000,25
93850,1000,25
93900,1000,25
93950,1000,25
94000,1000,25
94050,1000,25
94100,1000,25
94150,1000,25
94200,1000,25
94250,1000,25
94300,1000,25
94350,1000,25
94400,1000,25
94450,1000,25
94500,1000,25
94550,1000,25
94600,1000,25
94650,1000,25
94700,1000,25
94750,1000,25
94800,1000,25
94850,1000,25
94900,1000,25
94950,1000,25
95000,1000,25
95050,1000,25
95100,1000,25
95150,1000,25
95200,1000,25
95250,1000,25
95300,1000,25
95350,1000,25
95400,1000,25
95450,1000,25
95500,1000,25
95550,1000,25
95600,1000,25
95650,1000,25
95700,1000,25
95750,1000,25
95800,1000,25
95850,1000,25
95900,1000,25
95950,1000,25
96000,1000,25
96050,1000,25
96100,1000,25
96150,1000,25
96200,1000,25
96250,1000,25
96300,1000,25
96350,1000,25
96400,1000,25
96450,1000,25
96500,1000,25
96550,1000,25
96600,1000,25
96650,1000,25
96700,1000,25
96750,1000,25
96800,1000,25
96850,1000,25
96900,1000,25
96950,1000,25
97000,1000,25
97050,1000,25
97100,1000,25
97150,1000,25
97200,1000,25
97250,1000,25
97300,1000,25
97350,1000,25
97400,1000,25
97450,1000,25
97500,1000,25
97550,1000,25
97600,1000,25
97650,1000,25
97700,1000,25
97750,1000,25
97800,1000,25
97850,1000,25
97900,1000,25
97950,1000,25
98000,1000,25
98050,1000,25
98100,1000,25
98150,1000,25
98200,1000,25
98250,1000,25
98300,1000,25
98350,1000,25
98400,1000,25
98450,1000,25
98500,1000,25
98550,1000,25
98600,1000,25
98650,1000,25
98700,1000,25
98750,1000,25
98800,1000,25
98850,1000,25
98900,1000,25
98950,1000,25
99000,1000,25
99050,1000,25
99100,1000,25
99150,1000,25
99200,1000,25
99250,1000,25
99300,1000,25
99350,1000,25
99400,1000,25
99450,1000,25
99500,1000,25
99550,1000,25
99600,1000,25
99650,1000,25
99700,1000,25
99750,1000,25
99800,1000,25
99850,1000,25
99900,1000,25
99950,1000,25
100000,1000,25
100050,1000,25
100100,1000,25
100150,1000,25
100200,1000,25
100250,1000,25
100300,1000,25
100350,1000,25
100400,1000,25
100450,1000,25
100500,1000,25
100550,1000,25
100600,1000,25
100650,1000,25
100700,1000,25
100750,1000,25
100800,1000,25
100850,1000,25
100900,1000,25
100950,1000,25
101000,1000,25
101050,1000,25
101100,1000,25
101150,1000,25
101200,1000,25
101250,1000,25
101300,1000,25
101350,1000,25
101400,1000,25
101450,1000,25
101500,1000,25
101550,1000,25
101600,1000,25
101650,1000,25
101700,1000,25
101750,1000,25
101800,1000,25
101850,1000,25
101900,1000,25
101950,1000,25
102000,1000,25
102050,1000,25
102100,1000,25
102150,1000,25
102200,1000,25
102250,1000,25
102300,1000,25
102350,1000,25
102400,1000,25
102450,1000,25
102500,1000,25
102550,1000,25
102600,1000,25
102650,1000,25
102700,1000,25
102750,1000,25
102800,1000,25
102850,1000,25
102900,1000,25
102950,1000,25
103000,1000,25
103050,1000,25
103100,1000,25
103150,1000,25
103200,1000,25
103250,1000,25
103300,1000,25
103350,1000,25
103400,1000,25
103450,1000,25
103500,1000,25
103550,1000,25
103600,1000,25
103650,1000,25
103700,1000,25
103750,1000,25
103800,1000,25
103850,1000,25
103900,1000,25
103950,1000,25
104000,1000,25
104050,1000,25
104100,1000,25
104150,1000,25
104200,1000,25
104250,1000,25
104300,1000,25
104350,1000,25
104400,1000,25
104450,1000,25
104500,1000,25
104550,1000,25
104600,1000,25
104650,1000,25
104700,1000,25
104750,1000,25
104800,1000,25
104850,1000,25
104900,1000,25
104950,1000,25
105000,1000,25
105050,1000,25
105100,1000,25
105150,1000,25
105200,1000,25
105250,1000,25
105300,1000,25
105350,1000,25
105400,1000,25
105450,1000,25
105500,1000,25
105550,1000,25
105600,1000,25
105650,1000,25
105700,1000,25
105750,1000,25
105800,1000,25
105850,1000,25
105900,1000,25
105950,1000,25
106000,1000,25
106050,1000,25
106100,1000,25
106150,1000,25
106200,1000,25
106250,1000,25
106300,1000,25
106350,1000,25
106400,1000,25
106450,1000,25
106500,1000,25
106550,1000,25
106600,1000,25
106650,1000,25
106700,1000,25
106750,1000,25
106800,1000,25
106850,1000,25
106900,1000,25
106950,1000,25
107000,1000,25
107050,1000,25
107100,1000,25
107150,1000,25
107200,1000,25
107250,1000,25
107300,1000,25
107350,1000,25
107400,1000,25
107450,1000,25
107500,1000,25
107550,1000,25
107600,1000,25
107650,1000,25
107700,1000,25
107750,1000,25
107800,1000,25
107850,1000,25
107900,1000,25
107950,1000,25
108000,1000,25
108050,1000,25
108100,1000,25
108150,1000,25
108200,1000,25
108250,1000,25
108300,1000,25
108350,1000,25
108400,1000,25
108450,1000,25
108500,1000,25
108550,1000,25
108600,1000,25
108650,1000,25
108700,1000,25
108750,1000,25
108800,1000,25
108850,1000,25
108900,1000,25
108950,1000,25
109000,1000,25
109050,1000,25
109100,1000,25
109150,1000,25
109200,1000,25
109250,1000,25
109300,1000,25
109350,1000,25
109400,1000,25
109450,1000,25
109500,1000,25
109550,1000,25
109600,1000,25
109650,1000,25
109700,1000,25
109750,1000,25
109800,1000,25
109850,1000,25
109900,1000,25
109950,1000,25
110000,1000,25
110050,1000,25
110100,1000,25
110150,1000,25
110200,1000,25
110250,1000,25
110300,1000,25
110350,1000,25
110400,1000,25
110450,1000,25
110500,1000,25
110550,1000,25
110600,1000,25
110650,1000,25
110700,1000,25
110750,1000,25
110800,1000,25
110850,1000,25
110900,1000,25
110950,1000,25
111000,1000,25
111050,1000,25
111100,1000,25
111150,1000,25
111200,1000,25
111250,1000,25
111300,1000,25
111350,1000,25
111400,1000,25
111450,1000,25
111500,1000,25
111550,1000,25
111600,1000,25
111650,1000,25
111700,1000,25
111750,1000,25
111800,1000,25
111850,1000,25
111900,1000,25
111950,1000,25
112000,1000,25
112050,1000,25
112100,1000,25
112150,1000,25
112200,1000,25
112250,1000,25
112300,1000,25
112350,1000,25
112400,1000,25
112450,1000,25
112500,1000,25
112550,1000,25
112600,1000,25
112650,1000,25
112700,1000,25
112750,1000,25
112800,1000,25
112850,1000,25
112900,1000,25
112950,1000,25
113000,1000,25
113050,1000,25
113100,1000,25
113150,1000,25
113200,1000,25
113250,1000,25
113300,1000,25
113350,1000,25
113400,1000,25
113450,1000,25
113500,1000,25
113550,1000,25
113600,1000,25
113650,1000,25
113700,1000,25
113750,1000,25
113800,1000,25
113850,1000,25
113900,1000,25
113950,1000,25
114000,1000,25
114050,1000,25
114100,1000,25
114150,1000,25
114200,1000,25
114250,1000,25
114300,1000,25
114350,1000,25
114400,1000,25
114450,1000,25
114500,1000,25
114550,1000,25
114600,1000,25
114650,1000,25
114700,1000,25
114750,1000,25
114800,1000,25
114850,1000,25
114900,1000,25
114950,1000,25
115000,1000,25
115050,1000,25
115100,1000,25
115150,1000,25
115200,1000,25
115250,1000,25
115300,1000,25
115350,1000,25
115400,1000,25
115450,1000,25
115500,1000,25
115550,1000,25
115600,1000,25
115650,1000,25
115700,1000,25
115750,1000,25
115800,1000,25
115850,1000,25
115900,1000,25
115950,1000,25
116000,1000,25
116050,1000,25
116100,1000,25
116150,1000,25
116200,1000,25
116250,1000,25
116300,1000,25
116350,1000,25
116400,1000,25
116450,1000,25
116500,1000,25
116550,1000,25
116600,1000,25
116650,1000,25
116700,1000,25
116750,1000,25
116800,1000,25
116850,1000,25
116900,1000,25
116950,1000,25
117000,1000,25
117050,1000,25
117100,1000,25
117150,1000,25
117200,1000,25
117250,1000,25
117300,1000,25
117350,1000,25
117400,1000,25
117450,1000,25
117500,1000,25
117550,1000,25
117600,1000,25
117650,1000,25
117700,1000,25
117750,1000,25
117800,1000,25
117850,1000,25
117900,1000,25
117950,1000,25
118000,1000,25
118050,1000,25
118100,1000,25
118150,1000,25
118200,1000,25
118250,1000,25
118300,1000,25
118350,1000,25
118400,1000,25
118450,1000,25
118500,1000,25
118550,1000,25
118600,1000,25
118650,1000,25
118700,1000,25
118750,1000,25
118800,1000,25
118850,1000,25
118900,1000,25
118950,1000,25
119000,1000,25
119050,1000,25
119100,1000,25
119150,1000,25
119200,1000,25
119250,1000,25
119300,1000,25
119350,1000,25
119400,1000,25
119450,1000,25
119500,1000,25
119550,1000,25
119600,1000,25
119650,1000,25
119700,1000,25
119750,1000,25
119800,1000,25
119850,1000,25
119900,1000,25
119950,1000,25
120000,1000,25
120050,1000,25
120100,1000,25
120150,1000,25
120200,1000,25
120250,1000,25
120300,1000,25
120350,1000,25
120400,1000,25
120450,1000,25
120500,1000,25
120550,1000,25
120600,1000,25
120650,1000,25
120700,1000,25
120750,1000,25
120800,1000,25
120850,1000,25
120900,1000,25
120950,1000,25
121000,1000,25
121050,1000,25
121100,1000,25
121150,1000,25
121200,1000,25
121250,1000,25
121300,1000,25
121350,1000,25
121400,1000,25
121450,1000,25
121500,1000,25
121550,1000,25
121600,1000,25
121650,1000,25
121700,1000,25
121750,1000,25
121800,1000,25
121850,1000,25
121900,1000,25
121950,1000,25
122000,1000,25
122050,1000,25
122100,1000,25
122150,1000,25
122200,1000,25
122250,1000,25
122300,1000,25
122350,1000,25
122400,1000,25
122450,1000,25
122500,1000,25
122550,1000,25
122600,1000,25
122650,1000,25
122700,1000,25
122750,1000,25
122800,1000,25
122850,1000,25
122900,1000,25
122950,1000,25
123000,1000,25
123050,1000,25
123100,1000,25
123150,1000,25
123200,1000,25
123250,1000,25
123300,1000,25
123350,1000,25
123400,1000,25
123450,1000,25
123500,1000,25
123550,1000,25
123600,1000,25
123650,1000,25
123700,1000,25
123750,1000,25
123800,1000,25
123850,1000,25
123900,1000,25
123950,1000,25
124000,1000,25
124050,1000,25
124100,1000,25
124150,1000,25
124200,1000,25
124250,1000,25
124300,1000,25
124350,1000,25
124400,1000,25
124450,1000,25
124500,1000,25
124550,1000,25
124600,1000,25
124650,1000,25
124700,1000,25
124750,1000,25
124800,1000,25
124850,1000,25
124900,1000,25
124950,1000,25
125000,1000,25
125050,1000,25
125100,1000,25
125150,1000,25
125200,1000,25
125250,1000,25
125300,1000,25
125350,1000,25
125400,1000,25
125450,1000,25
125500,1000,25
125550,1000,25
125600,1000,25
125650,1000,25
125700,1000,25
125750,1000,25
125800,1000,25
125850,1000,25
125900,1000,25
125950,1000,25
126000,1000,25
126050,1000,25
126100,1000,25
126150,1000,25
126200,1000,25
126250,1000,25
126300,1000,25
126350,1000,25
126400,1000,25
126450,1000,25
126500,1000,25
126550,1000,25
126600,1000,25
126650,1000,25
126700,1000,25
126750,1000,25
126800,1000,25
126850,1000,25
126900,1000,25
126950,1000,25
127000,1000,25
127050,1000,25
127100,1000,25
127150,1000,25
127200,1000,25
127250,1000,25
127300,1000,25
127350,1000,25
127400,1000,25
127450,1000,25
127500,1000,25
127550,1000,25
127600,1000,25
127650,1000,25
127700,1000,25
127750,1000,25
127800,1000,25
127850,1000,25
127900,1000,25
127950,1000,25
128000,1000,25
128050,1000,25
128100,1000,25
128150,1000,25
128200,1000,25
128250,1000,25
128300,1000,25
128350,1000,25
128400,1000,25
128450,1000,25
128500,1000,25
128550,1000,25
128600,1000,25
128650,1000,25
128700,1000,25
128750,1000,25
128800,1000,25
128850,1000,25
128900,1000,25
128950,1000,25
129000,1000,25
129050,1000,25
129100,1000,25
129150,1000,25
129200,1000,25
129250,1000,25
129300,1000,25
129350,1000,25
129400,1000,25
129450,1000,25
129500,1000,25
129550,1000,25
129600,1000,25
129650,1000,25
129700,1000,25
129750,1000,25
129800,1000,25
129850,1000,25
129900,1000,25
129950,1000,25
130000,1000,25
130050,1000,25
130100,1000,25
130150,1000,25
130200,1000,25
130250,1000,25
130300,1000,25
130350,1000,25
130400,1000,25
130450,1000,25
130500,1000,25
130550,1000,25
130600,1000,25
130650,1000,25
130700,1000,25
130750,1000,25
130800,1000,25
130850,1000,25
130900,1000,25
130950,1000,25
131000,1000,25
131050,1000,25
131100,1000,25
131150,1000,25
131200,1000,25
131250,1000,25
131300,1000,25
131350,1000,25
131400,1000,25
131450,1000,25
131500,1000,25
131550,1000,25
131600,1000,25
131650,1000,25
131700,1000,25
131750,1000,25
131800,1000,25
131850,1000,25
131900,1000,25
131950,1000,25
132000,1000,25
132050,1000,25
132100,1000,25
132150,1000,25
132200,1000,25
132250,1000,25
132300,1000,25
132350,1000,25
132400,1000,25
132450,1000,25
132500,1000,25
132550,1000,25
132600,1000,25
132650,1000,25
132700,1000,25
132750,1000,25
132800,1000,25
132850,1000,25
132900,1000,25
132950,1000,25
133000,1000,25
133050,1000,25
133100,1000,25
133150,1000,25
133200,1000,25
133250,1000,25
133300,1000,25
133350,1000,25
133400,1000,25
133450,1000,25
133500,1000,25
133550,1000,25
133600,1000,25
133650,1000,25
133700,1000,25
133750,1000,25
133800,1000,25
133850,1000,25
133900,1000,25
133950,1000,25
134000,1000,25
134050,1000,25
134100,1000,25
134150,1000,25
134200,1000,25
134250,1000,25
134300,1000,25
134350,1000,25
134400,1000,25
134450,1000,25
134500,1000,25
134550,1000,25
134600,1000,25
134650,1000,25
134700,1000,25
134750,1000,25
134800,1000,25
134850,1000,25
134900,1000,25
134950,1000,25
135000,1000,25
135050,1000,25
135100,1000,25
135150,1000,25
135200,1000,25
135250,1000,25
135300,1000,25
135350,1000,25
135400,1000,25
135450,1000,25
135500,1000,25
135550,1000,25
135600,1000,25
135650,1000,25
135700,1000,25
135750,1000,25
135800,1000,25
135850,1000,25
135900,1000,25
135950,1000,25
136000,1000,25
136050,1000,25
136100,1000,25
136150,1000,25
136200,1000,25
136250,1000,25
136300,1000,25
136350,1000,25
136400,1000,25
136450,1000,25
136500,1000,25
136550,1000,25
136600,1000,25
136650,1000,25
136700,1000,25
136750,1000,25
136800,1000,25
136850,1000,25
136900,1000,25
136950,1000,25
137000,1000,25
137050,1000,25
137100,1000,25
137150,1000,25
137200,1000,25
137250,1000,25
137300,1000,25
137350,1000,25
137400,1000,25
137450,1000,25
137500,1000,25
137550,1000,25
137600,1000,25
137650,1000,25
137700,1000,25
137750,1000,25
137800,1000,25
137850,1000,25
137900,1000,25
137950,1000,25
138000,1000,25
138050,1000,25
138100,1000,25
138150,1000,25
138200,1000,25
138250,1000,25
138300,1000,25
138350,1000,25
138400,1000,25
138450,1000,25
138500,1000,25
138550,1000,25
138600,1000,25
138650,1000,25
138700,1000,25
138750,1000,25
138800,1000,25
138850,1000,25
138900,1000,25
138950,1000,25
139000,1000,25
139050,1000,25
139100,1000,25
139150,1000,25
139200,1000,25
139250,1000,25
139300,1000,25
139350,1000,25
139400,1000,25
139450,1000,25
139500,1000,25
139550,1000,25
139600,1000,25
139650,1000,25
139700,1000,25
139750,1000,25
139800,1000,25
139850,1000,25
139900,1000,25
139950,1000,25
140000,1000,25
140050,1000,25
140100,1000,25
140150,1000,25
140200,1000,25
140250,1000,25
140300,1000,25
140350,1000,25
140400,1000,25
140450,1000,25
140500,1000,25
140550,1000,25
140600,1000,25
140650,1000,25
140700,1000,25
140750,1000,25
140800,1000,25
140850,1000,25
140900,1000,25
140950,1000,25
141000,1000,25
141050,1000,25
141100,1000,25
141150,1000,25
141200,1000,25
141250,1000,25
141300,1000,25
141350,1000,25
141400,1000,25
141450,1000,25
141500,1000,25
141550,1000,25
141600,1000,25
141650,1000,25
141700,1000,25
141750,1000,25
141800,1000,25
141850,1000,25
141900,1000,25
141950,1000,25
142000,1000,25
142050,1000,25
142100,1000,25
142150,1000,25
142200,1000,25
142250,1000,25
142300,1000,25
142350,1000,25
142400,1000,25
142450,1000,25
142500,1000,25
142550,1000,25
142600,1000,25
142650,1000,25
142700,1000,25
142750,1000,25
142800,1000,25
142850,1000,25
142900,1000,25
142950,1000,25
143000,1000,25
143050,1000,25
143100,1000,25
143150,1000,25
143200,1000,25
143250,1000,25
143300,1000,25
143350,1000,25
143400,1000,25
143450,1000,25
143500,1000,25
143550,1000,25
143600,1000,25
143650,1000,25
143700,1000,25
143750,1000,25
143800,1000,25
143850,1000,25
143900,1000,25
143950,1000,25
144000,1000,25
144050,1000,25
144100,1000,25
144150,1000,25
144200,1000,25
144250,1000,25
144300,1000,25
144350,1000,25
144400,1000,25
144450,1000,25
144500,1000,25
144550,1000,25
144600,1000,25
144650,1000,25
144700,1000,25
144750,1000,25
144800,1000,25
144850,1000,25
144900,1000,25
144950,1000,25
145000,1000,25
145050,1000,25
145100,1000,25
145150,1000,25
145200,1000,25
145250,1000,25
145300,1000,25
145350,1000,25
145400,1000,25
145450,1000,25
145500,1000,25
145550,1000,25
145600,1000,25
145650,1000,25
145700,1000,25
145750,1000,25
145800,1000,25
145850,1000,25
145900,1000,25
145950,1000,25
146000,1000,25
146050,1000,25
146100,1000,25
146150,1000,25
146200,1000,25
146250,1000,25
146300,1000,25
146350,1000,25
146400,1000,25
146450,1000,25
146500,1000,25
146550,1000,25
146600,1000,25
146650,1000,25
146700,1000,25
146750,1000,25
146800,1000,25
146850,1000,25
146900,1000,25
146950,1000,25
147000,1000,25
147050,1000,25
147100,1000,25
147150,1000,25
147200,1000,25
147250,1000,25
147300,1000,25
147350,1000,25
147400,1000,25
147450,1000,25
147500,1000,25
147550,1000,25
147600,1000,25
147650,1000,25
147700,1000,25
147750,1000,25
147800,1000,25
147850,1000,25
147900,1000,25
147950,1000,25
148000,1000,25
148050,1000,25
148100,1000,25
148150,1000,25
148200,1000,25
148250,1000,25
148300,1000,25
148350,1000,25
148400,1000,25
148450,1000,25
148500,1000,25
148550,1000,25
148600,1000,25
148650,1000,25
148700,1000,25
148750,1000,25
148800,1000,25
148850,1000,25
148900,1000,25
148950,1000,25
149000,1000,25
149050,1000,25
149100,1000,25
149150,1000,25
149200,1000,25
149250,1000,25
149300,1000,25
149350,1000,25
149400,1000,25
149450,1000,25
149500,1000,25
149550,1000,25
149600,1000,25
149650,1000,25
149700,1000,25
149750,1000,25
149800,1000,25
149850,1000,25
149900,1000,25
149950,1000,25
150000,1000,25
150050,1000,25
150100,1000,25
150150,1000,25
150200,1000,25
150250,1000,25
150300,1000,25
150350,1000,25
150400,1000,25
150450,1000,25
150500,1000,25
150550,1000,25
150600,1000,25
150650,1000,25
150700,1000,25
150750,1000,25
150800,1000,25
150850,1000,25
150900,1000,25
150950,1000,25
151000,1000,25
151050,1000,25
151100,1000,25
151150,1000,25
151200,1000,25
151250,1000,25
151300,1000,25
151350,1000,25
151400,1000,25
151450,1000,25
151500,1000,25
151550,1000,25
151600,1000,25
151650,1000,25
151700,1000,25
151750,1000,25
151800,1000,25
151850,1000,25
151900,1000,25
151950,1000,25
152000,1000,25
152050,1000,25
152100,1000,25
152150,1000,25
152200,1000,25
152250,1000,25
152300,1000,25
152350,1000,25
152400,1000,25
152450,1000,25
152500,1000,25
152550,1000,25
152600,1000,25
152650,1000,25
152700,1000,25
152750,1000,25
152800,1000,25
152850,1000,25
152900,1000,25
152950,1000,25
153000,1000,25
153050,1000,25
153100,1000,25
153150,1000,25
153200,1000,25
153250,1000,25
153300,1000,25
153350,1000,25
153400,1000,25
153450,1000,25
153500,1000,25
153550,1000,25
153600,1000,25
153650,1000,25
153700,1000,25
153750,1000,25
153800,1000,25
153850,1000,25
153900,1000,25
153950,1000,25
154000,1000,25
154050,1000,25
154100,1000,25
154150,1000,25
154200,1000,25
154250,1000,25
154300,1000,25
154350,1000,25
154400,1000,25
154450,1000,25
154500,1000,25
154550,1000,25
154600,1000,25
154650,1000,25
154700,1000,25
154750,1000,25
154800,1000,25
154850,1000,25
154900,1000,25
154950,1000,25
155000,1000,25
155050,1000,25
155100,1000,25
155150,1000,25
155200,1000,25
155250,1000,25
155300,1000,25
155350,1000,25
155400,1000,25
155450,1000,25
155500,1000,25
155550,1000,25
155600,1000,25
155650,1000,25
155700,1000,25
155750,1000,25
155800,1000,25
155850,1000,25
155900,1000,25
155950,1000,25
156000,1000,25
156050,1000,25
156100,1000,25
156150,1000,25
156200,1000,25
156250,1000,25
156300,1000,25
156350,1000,25
156400,1000,25
156450,1000,25
156500,1000,25
156550,1000,25
156600,1000,25
156650,1000,25
156700,1000,25
156750,1000,25
156800,1000,25
156850,1000,25
156900,1000,25
156950,1000,25
157000,1000,25
157050,1000,25
157100,1000,25
157150,1000,25
157200,1000,25
157250,1000,25
157300,1000,25
157350,1000,25
157400,1000,25
157450,1000,25
157500,1000,25
157550,1000,25
157600,1000,25
157650,1000,25
157700,1000,25
157750,1000,25
157800,1000,25
157850,1000,25
157900,1000,25
157950,1000,25
158000,1000,25
158050,1000,25
158100,1000,25
158150,1000,25
158200,1000,25
158250,1000,25
158300,1000,25
158350,1000,25
158400,1000,25
158450,1000,25
158500,1000,25
158550,1000,25
158600,1000,25
158650,1000,25
158700,1000,25
158750,1000,25
158800,1000,25
158850,1000,25
158900,1000,25
158950,1000,25
159000,1000,25
159050,1000,25
159100,1000,25
159150,1000,25
159200,1000,25
159250,1000,25
159300,1000,25
159350,1000,25
159400,1000,25
159450,1000,25
159500,1000,25
159550,1000,25
159600,1000,25
159650,1000,25
159700,1000,25
159750,1000,25
159800,1000,25
159850,1000,25
159900,1000,25
159950,1000,25
160000,1000,25
160050,1000,25
160100,1000,25
160150,1000,25
160200,1000,25
160250,1000,25
160300,1000,25
160350,1000,25
160400,1000,25
160450,1000,25
160500,1000,25
160550,1000,25
160600,1000,25
160650,1000,25
160700,1000,25
160750,1000,25
160800,1000,25
160850,1000,25
160900,1000,25
160950,1000,25
161000,1000,25
161050,1000,25
161100,1000,25
161150,1000,25
161200,1000,25
161250,1000,25
161300,1000,25
161350,1000,25
161400,1000,25
161450,1000,25
161500,1000,25
161550,1000,25
161600,1000,25
161650,1000,25
161700,1000,25
161750,1000,25
161800,1000,25
161850,1000,25
161900,1000,25
161950,1000,25
162000,1000,25
162050,1000,25
162100,1000,25
162150,1000,25
162200,1000,25
162250,1000,25
162300,1000,25
162350,1000,25
162400,1000,25
162450,1000,25
162500,1000,25
162550,1000,25
162600,1000,25
162650,1000,25
162700,1000,25
162750,1000,25
162800,1000,25
162850,1000,25
162900,1000,25
162950,1000,25
163000,1000,25
163050,1000,25
163100,1000,25
163150,1000,25
163200,1000,25
163250,1000,25
163300,1000,25
163350,1000,25
163400,1000,25
163450,1000,25
163500,1000,25
163550,1000,25
163600,1000,25
163650,1000,25
163700,1000,25
163750,1000,25
163800,1000,25
163850,1000,25
163900,1000,25
163950,1000,25
164000,1000,25
164050,1000,25
164100,1000,25
164150,1000,25
164200,1000,25
164250,1000,25
164300,1000,25
164350,1000,25
164400,1000,25
164450,1000,25
164500,1000,25
164550,1000,25
164600,1000,25
164650,1000,25
164700,1000,25
164750,1000,25
164800,1000,25
164850,1000,25
164900,1000,25
164950,1000,25
165000,1000,25
165050,1000,25
165100,1000,25
165150,1000,25
165200,1000,25
165250,1000,25
165300,1000,25
165350,1000,25
165400,1000,25
165450,1000,25
165500,1000,25
165550,1000,25
165600,1000,25
165650,1000,25
165700,1000,25
165750,1000,25
165800,1000,25
165850,1000,25
165900,1000,25
165950,1000,25
166000,1000,25
166050,1000,25
166100,1000,25
166150,1000,25
166200,1000,25
166250,1000,25
166300,1000,25
166350,1000,25
166400,1000,25
166450,1000,25
166500,1000,25
166550,1000,25
166600,1000,25
166650,1000,25
166700,1000,25
166750,1000,25
166800,1000,25
166850,1000,25
166900,1000,25
166950,1000,25
167000,1000,25
167050,1000,25
167100,1000,25
167150,1000,25
167200,1000,25
167250,1000,25
167300,1000,25
167350,1000,25
167400,1000,25
167450,1000,25
167500,1000,25
167550,1000,25
167600,1000,25
167650,1000,25
167700,1000,25
167750,1000,25
167800,1000,25
167850,1000,25
167900,1000,25
167950,1000,25
168000,1000,25
168050,1000,25
168100,1000,25
168150,1000,25
168200,1000,25
168250,1000,25
168300,1000,25
168350,1000,25
168400,1000,25
168450,1000,25
168500,1000,25
168550,1000,25
168600,1000,25
168650,1000,25
168700,1000,25
168750,1000,25
168800,1000,25
168850,1000,25
168900,1000,25
168950,1000,25
169000,1000,25
169050,1000,25
169100,1000,25
169150,1000,25
169200,1000,25
169250,1000,25
169300,1000,25
169350,1000,25
169400,1000,25
169450,1000,25
169500,1000,25
169550,1000,25
169600,1000,25
169650,1000,25
169700,1000,25
169750,1000,25
169800,1000,25
169850,1000,25
169900,1000,25
169950,1000,25
170000,1000,25
170050,1000,25
170100,1000,25
170150,1000,25
170200,1000,25
170250,1000,25
170300,1000,25
170350,1000,25
170400,1000,25
170450,1000,25
170500,1000,25
170550,1000,25
170600,1000,25
170650,1000,25
170700,1000,25
170750,1000,25
170800,1000,25
170850,1000,25
170900,1000,25
170950,1000,25
171000,1000,25
171050,1000,25
171100,1000,25
171150,1000,25
171200,1000,25
171250,1000,25
171300,1000,25
171350,1000,25
171400,1000,25
171450,1000,25
171500,1000,25
171550,1000,25
171600,1000,25
171650,1000,25
171700,1000,25
171750,1000,25
171800,1000,25
171850,1000,25
171900,1000,25
171950,1000,25
172000,1000,25
172050,1000,25
172100,1000,25
172150,1000,25
172200,1000,25
172250,1000,25
172300,1000,25
172350,1000,25
172400,1000,25
172450,1000,25
172500,1000,25
172550,1000,25
172600,1000,25
172650,1000,25
172700,1000,25
172750,1000,25
172800,1000,25
172850,1000,25
172900,1000,25
172950,1000,25
173000,1000,25
173050,1000,25
173100,1000,25
173150,1000,25
173200,1000,25
173250,1000,25
173300,1000,25
173350,1000,25
173400,1000,25
173450,1000,25
173500,1000,25
173550,1000,25
173600,1000,25
173650,1000,25
173700,1000,25
173750,1000,25
173800,1000,25
173850,1000,25
173900,1000,25
173950,1000,25
174000,1000,25
174050,1000,25
174100,1000,25
174150,1000,25
174200,1000,25
174250,1000,25
174300,1000,25
174350,1000,25
174400,1000,25
174450,1000,25
174500,1000,25
174550,1000,25
174600,1000,25
174650,1000,25
174700,1000,25
174750,1000,25
